gender,body_type,occasion,weather,style,top_color,bottom_color
male,mesomorph,date,rainy,romantic,navy,black
male,mesomorph,party,autumn,traditional,white,grey
female,apple,formal,summer,formal,white,charcoal
female,hourglass,formal,rainy,traditional,beige,grey
female,hourglass,travel,autumn,sporty,brown,black
female,apple,casual,summer,vintage,teal,black
male,ectomorph,party,summer,street,white,grey
male,endomorph,casual,spring,bohemian,red,cream
male,trapezoid,date,summer,romantic,cream,black
male,ectomorph,casual,winter,bohemian,brown,black
male,oval,sports,autumn,sporty,purple,black
female,oval,casual,winter,street,black,cream
male,oval,date,summer,vintage,yellow,lightblue
male,trapezoid,interview,summer,business,black,black
male,oval,interview,winter,minimal,grey,black
male,trapezoid,interview,autumn,business,beige,grey
male,oval,party,rainy,street,navy,grey
male,mesomorph,party,rainy,street,black,grey
female,inverted_triangle,party,spring,glam,silver,white
female,rectangle,travel,spring,bohemian,grey,black
female,triangle,party,rainy,chic,silver,white
male,ectomorph,sports,autumn,sporty,cream,navy
male,oval,interview,autumn,formal,white,black
male,mesomorph,interview,winter,formal,navy,navy
male,oval,formal,spring,formal,white,black
male,trapezoid,date,autumn,chic,navy,grey
male,ectomorph,sports,summer,sporty,black,black
male,trapezoid,formal,summer,formal,white,black
female,triangle,date,rainy,casual,charcoal,khaki
female,apple,interview,autumn,minimal,grey,black
male,mesomorph,date,spring,romantic,silver,black
female,pear,date,spring,chic,silver,black
female,apple,formal,spring,traditional,charcoal,black
female,hourglass,formal,spring,business,black,black
male,trapezoid,party,summer,street,white,blue
male,trapezoid,party,spring,vintage,navy,black
female,inverted_triangle,travel,spring,minimal,yellow,grey
female,triangle,travel,rainy,bohemian,black,blue
female,rectangle,travel,summer,casual,red,white
female,pear,travel,spring,bohemian,purple,black
male,oval,travel,rainy,minimal,charcoal,lightblue
male,mesomorph,travel,spring,casual,silver,charcoal
female,apple,casual,winter,minimal,black,charcoal
male,ectomorph,date,autumn,vintage,navy,grey
female,inverted_triangle,sports,rainy,sporty,gold,black
male,trapezoid,casual,spring,minimal,silver,cream
female,triangle,travel,rainy,minimal,maroon,khaki
female,apple,date,autumn,vintage,navy,white
female,oval,formal,rainy,traditional,navy,black
male,oval,casual,rainy,bohemian,charcoal,grey
male,ectomorph,party,winter,traditional,maroon,black
male,trapezoid,travel,spring,bohemian,yellow,grey
male,mesomorph,interview,spring,business,black,black
female,inverted_triangle,interview,winter,minimal,lightblue,navy
female,hourglass,casual,autumn,casual,white,blue
male,oval,casual,winter,minimal,black,blue
male,mesomorph,travel,rainy,bohemian,charcoal,lightblue
male,trapezoid,date,summer,minimal,teal,navy
female,inverted_triangle,party,summer,vintage,orange,beige
male,endomorph,interview,rainy,business,beige,grey
female,apple,sports,winter,sporty,gold,navy
male,trapezoid,casual,winter,minimal,cream,lightblue
female,oval,casual,summer,vintage,grey,black
female,pear,sports,spring,sporty,black,grey
male,ectomorph,date,autumn,romantic,white,black
female,inverted_triangle,formal,autumn,formal,white,navy
male,mesomorph,casual,autumn,casual,mustard,navy
male,endomorph,casual,rainy,street,navy,black
male,mesomorph,party,summer,glam,white,black
female,apple,casual,autumn,minimal,black,khaki
male,ectomorph,sports,spring,sporty,gold,black
female,hourglass,interview,autumn,business,navy,navy
female,hourglass,formal,summer,business,grey,grey
male,oval,formal,summer,traditional,black,black
female,rectangle,date,spring,romantic,lightblue,black
male,mesomorph,casual,autumn,bohemian,darkgreen,navy
female,apple,date,autumn,minimal,black,grey
female,oval,date,winter,casual,navy,charcoal
male,oval,casual,summer,bohemian,cream,lightblue
male,mesomorph,travel,autumn,minimal,grey,black
male,endomorph,formal,spring,formal,black,black
male,oval,date,winter,chic,black,cream
female,hourglass,party,spring,vintage,yellow,beige
female,hourglass,sports,spring,sporty,cream,black
male,mesomorph,sports,summer,sporty,navy,black
male,endomorph,interview,autumn,formal,cream,grey
female,apple,casual,summer,vintage,peach,khaki
female,apple,sports,spring,sporty,navy,navy
male,endomorph,interview,spring,formal,navy,navy
female,triangle,party,autumn,street,silver,white
female,rectangle,date,rainy,casual,cream,lightblue
male,mesomorph,party,summer,glam,maroon,black
female,oval,interview,autumn,formal,grey,grey
female,hourglass,casual,summer,vintage,beige,khaki
male,endomorph,travel,summer,sporty,mint,lightblue
male,ectomorph,interview,rainy,minimal,charcoal,black
male,ectomorph,party,rainy,glam,black,blue
female,oval,casual,summer,vintage,lavender,white
female,hourglass,interview,summer,formal,white,grey
female,triangle,party,spring,glam,red,black
female,rectangle,casual,rainy,bohemian,grey,black
male,trapezoid,casual,summer,bohemian,lightblue,blue
male,oval,casual,summer,bohemian,black,grey
male,oval,interview,spring,minimal,white,grey
male,ectomorph,sports,winter,sporty,grey,grey
male,endomorph,date,rainy,romantic,charcoal,grey
female,pear,formal,spring,business,black,black
female,pear,sports,winter,sporty,white,navy
male,oval,casual,rainy,minimal,black,grey
male,oval,interview,summer,business,beige,grey
male,trapezoid,formal,spring,business,white,black
male,oval,interview,spring,business,white,black
male,oval,sports,spring,sporty,teal,grey
female,triangle,date,spring,casual,teal,cream
female,rectangle,sports,summer,sporty,yellow,navy
female,apple,date,rainy,minimal,mustard,black
female,oval,date,winter,casual,rust,black
male,endomorph,casual,autumn,vintage,beige,grey
female,pear,casual,summer,bohemian,lavender,beige
female,triangle,interview,spring,formal,beige,navy
male,endomorph,formal,winter,formal,white,grey
female,inverted_triangle,travel,autumn,bohemian,mustard,khaki
female,pear,party,winter,vintage,orange,black
female,hourglass,sports,winter,sporty,yellow,grey
male,ectomorph,casual,autumn,casual,beige,cream
female,inverted_triangle,interview,autumn,minimal,grey,black
male,mesomorph,sports,summer,sporty,black,grey
female,pear,party,spring,street,red,beige
male,mesomorph,formal,rainy,traditional,lightblue,navy
female,triangle,casual,spring,minimal,lightblue,grey
female,pear,interview,spring,formal,white,grey
male,trapezoid,travel,autumn,sporty,cream,grey
male,ectomorph,party,winter,vintage,navy,blue
male,oval,interview,summer,formal,navy,navy
female,triangle,casual,winter,casual,beige,lightblue
female,pear,sports,summer,sporty,beige,navy
male,oval,interview,summer,business,charcoal,charcoal
male,ectomorph,casual,rainy,casual,beige,blue
male,oval,formal,summer,traditional,navy,black
male,ectomorph,casual,spring,casual,pink,khaki
male,endomorph,casual,summer,vintage,yellow,black
female,pear,casual,winter,street,navy,charcoal
male,endomorph,casual,autumn,vintage,rust,black
male,ectomorph,casual,autumn,casual,black,khaki
female,rectangle,date,autumn,minimal,white,charcoal
male,ectomorph,travel,summer,sporty,navy,black
male,trapezoid,sports,winter,sporty,gold,grey
female,oval,party,spring,chic,yellow,white
female,hourglass,date,autumn,chic,black,black
male,mesomorph,casual,summer,vintage,cream,black
male,oval,date,winter,minimal,black,lightblue
male,ectomorph,interview,summer,formal,white,black
female,pear,travel,rainy,bohemian,grey,black
female,inverted_triangle,formal,winter,formal,charcoal,charcoal
male,oval,travel,winter,bohemian,grey,navy
female,oval,travel,autumn,bohemian,charcoal,navy
female,rectangle,sports,rainy,sporty,yellow,navy
male,trapezoid,formal,autumn,business,charcoal,charcoal
female,oval,sports,autumn,sporty,teal,grey
female,triangle,party,rainy,street,red,beige
female,pear,sports,autumn,sporty,orange,navy
male,oval,date,winter,romantic,cream,charcoal
female,triangle,casual,rainy,minimal,navy,grey
male,oval,formal,winter,formal,charcoal,charcoal
female,apple,party,rainy,chic,orange,white
male,endomorph,travel,autumn,casual,black,lightblue
male,endomorph,party,summer,vintage,maroon,grey
male,endomorph,sports,rainy,sporty,navy,navy
male,mesomorph,interview,spring,minimal,beige,black
male,ectomorph,sports,spring,sporty,yellow,black
male,mesomorph,interview,spring,business,beige,black
female,apple,sports,rainy,sporty,silver,black
male,mesomorph,casual,autumn,casual,maroon,charcoal
male,mesomorph,date,winter,vintage,charcoal,navy
male,ectomorph,sports,rainy,sporty,navy,navy
female,triangle,travel,winter,minimal,black,grey
female,inverted_triangle,date,rainy,romantic,charcoal,lightblue
male,oval,formal,spring,business,lightblue,grey
female,pear,casual,autumn,minimal,black,charcoal
female,apple,formal,rainy,business,white,navy
male,ectomorph,party,spring,chic,navy,blue
male,oval,formal,winter,business,white,grey
female,hourglass,formal,winter,business,black,black
female,oval,sports,rainy,sporty,pink,grey
female,triangle,sports,winter,sporty,pink,navy
male,endomorph,party,summer,traditional,white,black
male,trapezoid,travel,summer,sporty,gold,cream
male,trapezoid,casual,summer,vintage,beige,black
female,apple,date,autumn,vintage,charcoal,cream
male,ectomorph,date,spring,vintage,black,navy
female,triangle,sports,summer,sporty,beige,black
male,trapezoid,sports,winter,sporty,red,black
female,pear,interview,rainy,business,white,navy
female,inverted_triangle,interview,spring,business,lightblue,black
male,ectomorph,party,rainy,vintage,white,grey
male,mesomorph,sports,rainy,sporty,silver,grey
male,oval,casual,winter,casual,white,cream
female,apple,interview,winter,minimal,white,charcoal
male,trapezoid,casual,rainy,vintage,grey,lightblue
male,endomorph,interview,summer,minimal,charcoal,black
male,ectomorph,date,spring,romantic,silver,white
male,mesomorph,sports,rainy,sporty,yellow,navy
female,rectangle,party,summer,vintage,black,black
female,rectangle,sports,rainy,sporty,gold,black
female,inverted_triangle,sports,rainy,sporty,yellow,black
female,oval,date,summer,minimal,cream,khaki
male,endomorph,interview,summer,business,white,black
male,oval,formal,spring,formal,beige,navy
male,oval,travel,autumn,bohemian,black,beige
male,trapezoid,interview,autumn,minimal,white,navy
male,ectomorph,sports,rainy,sporty,charcoal,black
female,rectangle,travel,summer,sporty,teal,black
female,rectangle,interview,autumn,minimal,white,navy
male,oval,sports,rainy,sporty,gold,black
male,ectomorph,casual,spring,bohemian,purple,khaki
male,ectomorph,interview,autumn,formal,charcoal,charcoal
female,rectangle,sports,summer,sporty,gold,navy
male,ectomorph,interview,autumn,formal,navy,navy
male,ectomorph,formal,rainy,formal,black,black
female,triangle,interview,spring,formal,beige,navy
male,trapezoid,sports,rainy,sporty,pink,grey
female,pear,interview,autumn,business,cream,grey
male,endomorph,party,rainy,glam,black,black
female,apple,date,autumn,casual,black,black
female,oval,formal,rainy,business,navy,navy
female,inverted_triangle,travel,rainy,bohemian,navy,grey
male,trapezoid,casual,autumn,street,black,black
male,trapezoid,formal,spring,traditional,white,navy
female,oval,date,autumn,vintage,navy,khaki
female,rectangle,interview,summer,minimal,white,navy
male,oval,interview,spring,minimal,white,grey
female,pear,party,rainy,vintage,red,black
male,endomorph,travel,summer,casual,white,lightblue
male,trapezoid,party,summer,street,navy,grey
female,pear,sports,winter,sporty,yellow,navy
female,apple,party,autumn,vintage,gold,beige
female,hourglass,party,autumn,street,red,black
female,inverted_triangle,formal,winter,traditional,white,navy
female,inverted_triangle,party,spring,chic,red,black
female,apple,date,winter,vintage,mustard,grey
female,oval,party,winter,chic,silver,beige
male,oval,formal,spring,formal,cream,black
female,hourglass,interview,autumn,formal,black,black
male,oval,formal,winter,traditional,navy,black
male,mesomorph,date,autumn,chic,rust,grey
female,inverted_triangle,date,autumn,casual,brown,grey
male,oval,formal,spring,business,lightblue,grey
female,hourglass,interview,rainy,minimal,white,grey
female,oval,party,rainy,traditional,gold,white
female,pear,travel,spring,casual,black,black
female,oval,travel,spring,bohemian,gold,grey
female,rectangle,travel,spring,casual,pink,black
male,endomorph,date,spring,chic,mint,grey
male,mesomorph,interview,winter,minimal,cream,grey
male,endomorph,party,winter,vintage,navy,blue
male,ectomorph,party,winter,chic,black,black
male,endomorph,formal,winter,formal,white,black
female,triangle,party,winter,glam,silver,black
male,oval,sports,winter,sporty,yellow,grey
